CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2019,CA-608,Riverside County CoC,55-64,1013
2019,CA-608,Riverside County CoC,65+,383
2019,CA-608,Riverside County CoC,Invalid,*
2019,CA-608,Riverside County CoC,Under 18,2019
2019,CA-608,Riverside County CoC,Unknown,44
2019,CA-609,San Bernardino County CoC,18-24,670
2019,CA-609,San Bernardino County CoC,25-34,1162
2019,CA-609,San Bernardino County CoC,35-44,1021
2019,CA-609,San Bernardino County CoC,45-54,754
2019,CA-609,San Bernardino County CoC,55-64,662
2019,CA-609,San Bernardino County CoC,65+,203
2019,CA-609,San Bernardino County CoC,Invalid,*
2019,CA-609,San Bernardino County CoC,Under 18,3145
2019,CA-609,San Bernardino County CoC,Unknown,71
2019,CA-611,Ventura County CoC,18-24,120
2019,CA-611,Ventura County CoC,25-34,245
2019,CA-611,Ventura County CoC,35-44,331
2019,CA-611,Ventura County CoC,45-54,343
2019,CA-611,Ventura County CoC,55-64,334
2019,CA-611,Ventura County CoC,65+,144
2019,CA-611,Ventura County CoC,Under 18,513
2019,CA-611,Ventura County CoC,Unknown,*
2019,CA-612,Glendale CoC (Los Angeles County),18-24,37
2019,CA-612,Glendale CoC (Los Angeles County),25-34,71
2019,CA-612,Glendale CoC (Los Angeles County),35-44,59
2019,CA-612,Glendale CoC (Los Angeles County),45-54,50
2019,CA-612,Glendale CoC (Los Angeles County),55-64,58
2019,CA-612,Glendale CoC (Los Angeles County),65+,23
2019,CA-612,Glendale CoC (Los Angeles County),Under 18,181
2019,CA-613,Imperial County CoC,18-24,71
2019,CA-613,Imperial County CoC,25-34,114
2019,CA-613,Imperial County CoC,35-44,101
2019,CA-613,Imperial County CoC,45-54,92
2019,CA-613,Imperial County CoC,55-64,81
2019,CA-613,Imperial County CoC,65+,42
2019,CA-613,Imperial County CoC,Invalid,*
2019,CA-613,Imperial County CoC,Under 18,311
2019,CA-613,Imperial County CoC,Unknown,*
2019,CA-614,San Luis Obispo County CoC,18-24,151
2019,CA-614,San Luis Obispo County CoC,25-34,343
2019,CA-614,San Luis Obispo County CoC,35-44,284
2019,CA-614,San Luis Obispo County CoC,45-54,288
2019,CA-614,San Luis Obispo County CoC,55-64,259
2019,CA-614,San Luis Obispo County CoC,65+,134
2019,CA-614,San Luis Obispo County CoC,Invalid,*
2019,CA-614,San Luis Obispo County CoC,Under 18,614
2020,All,California,18-24,20191
2020,All,California,25-34,40140
2020,All,California,35-44,39697
2020,All,California,45-54,36881
2020,All,California,55-64,37266
2020,All,California,65+,15873
2020,All,California,Invalid,87
2020,All,California,Under 18,54855
2020,All,California,Unknown,5846
2020,CA-500,Santa Clara County CoC,18-24,834
2020,CA-500,Santa Clara County CoC,25-34,1727
2020,CA-500,Santa Clara County CoC,35-44,1867
2020,CA-500,Santa Clara County CoC,45-54,1759
2020,CA-500,Santa Clara County CoC,55-64,1878
2020,CA-500,Santa Clara County CoC,65+,889
2020,CA-500,Santa Clara County CoC,Under 18,2679
2020,CA-500,Santa Clara County CoC,Unknown,13
2020,CA-501,San Francisco CoC,18-24,1175
2020,CA-501,San Francisco CoC,25-34,1836
2020,CA-501,San Francisco CoC,35-44,1808
2020,CA-501,San Francisco CoC,45-54,1681
2020,CA-501,San Francisco CoC,55-64,1682
2020,CA-501,San Francisco CoC,65+,784
2020,CA-501,San Francisco CoC,Invalid,*
2020,CA-501,San Francisco CoC,Under 18,2632
2020,CA-501,San Francisco CoC,Unknown,22
2020,CA-502,Alameda County CoC,18-24,835
2020,CA-502,Alameda County CoC,25-34,1324
2020,CA-502,Alameda County CoC,35-44,1398
2020,CA-502,Alameda County CoC,45-54,1443
2020,CA-502,Alameda County CoC,55-64,1649
2020,CA-502,Alameda County CoC,65+,761
2020,CA-502,Alameda County CoC,Invalid,*
2020,CA-502,Alameda County CoC,Under 18,1633
2020,CA-502,Alameda County CoC,Unknown,*
2020,CA-503,Sacramento County CoC,18-24,1052
2020,CA-503,Sacramento County CoC,25-34,1320
2020,CA-503,Sacramento County CoC,35-44,1287
2020,CA-503,Sacramento County CoC,45-54,1370
2020,CA-503,Sacramento County CoC,55-64,1548
2020,CA-503,Sacramento County CoC,65+,572
2020,CA-503,Sacramento County CoC,Invalid,*
2020,CA-503,Sacramento County CoC,Under 18,3082
2020,CA-503,Sacramento County CoC,Unknown,18
2020,CA-504,Sonoma County CoC,18-24,254
2020,CA-504,Sonoma County CoC,25-34,432
2020,CA-504,Sonoma County CoC,35-44,456
2020,CA-504,Sonoma County CoC,45-54,558
2020,CA-504,Sonoma County CoC,55-64,523
2020,CA-504,Sonoma County CoC,65+,238
2020,CA-504,Sonoma County CoC,Under 18,560
2020,CA-504,Sonoma County CoC,Unknown,*
2020,CA-505,Contra Costa County CoC,18-24,455
2020,CA-505,Contra Costa County CoC,25-34,1008
2020,CA-505,Contra Costa County CoC,35-44,1053
2020,CA-505,Contra Costa County CoC,45-54,981
2020,CA-505,Contra Costa County CoC,55-64,1155
2020,CA-505,Contra Costa County CoC,65+,480
2020,CA-505,Contra Costa County CoC,Invalid,*
2020,CA-505,Contra Costa County CoC,Under 18,1163
2020,CA-505,Contra Costa County CoC,Unknown,*
2020,CA-506,"Monterey, San Benito Counties CoC",18-24,154
2020,CA-506,"Monterey, San Benito Counties CoC",25-34,323
2020,CA-506,"Monterey, San Benito Counties CoC",35-44,338
2020,CA-506,"Monterey, San Benito Counties CoC",45-54,277
2020,CA-506,"Monterey, San Benito Counties CoC",55-64,308
2020,CA-506,"Monterey, San Benito Counties CoC",65+,148
2020,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2020,CA-506,"Monterey, San Benito Counties CoC",Under 18,642
2020,CA-507,Marin County CoC,18-24,60
2020,CA-507,Marin County CoC,25-34,154
2020,CA-507,Marin County CoC,35-44,155
2020,CA-507,Marin County CoC,45-54,156
2020,CA-507,Marin County CoC,55-64,180
2020,CA-507,Marin County CoC,65+,115
2020,CA-507,Marin County CoC,Under 18,315
2020,CA-507,Marin County CoC,Unknown,*
2020,CA-508,Santa Cruz County CoC,18-24,157
2020,CA-508,Santa Cruz County CoC,25-34,380
2020,CA-508,Santa Cruz County CoC,35-44,421
2020,CA-508,Santa Cruz County CoC,45-54,370
2020,CA-508,Santa Cruz County CoC,55-64,368
2020,CA-508,Santa Cruz County CoC,65+,230
2020,CA-508,Santa Cruz County CoC,Under 18,489
2020,CA-508,Santa Cruz County CoC,Unknown,14
2020,CA-509,Mendocino County CoC,18-24,59
2020,CA-509,Mendocino County CoC,25-34,168
2020,CA-509,Mendocino County CoC,35-44,186
2020,CA-509,Mendocino County CoC,45-54,196
2020,CA-509,Mendocino County CoC,55-64,151
2020,CA-509,Mendocino County CoC,65+,83
2020,CA-509,Mendocino County CoC,Invalid,*
2020,CA-509,Mendocino County CoC,Under 18,145
2020,CA-509,Mendocino County CoC,Unknown,*
2020,CA-510,Stanislaus County CoC,18-24,422
2020,CA-510,Stanislaus County CoC,25-34,767
2020,CA-510,Stanislaus County CoC,35-44,788
2020,CA-510,Stanislaus County CoC,45-54,623
2020,CA-510,Stanislaus County CoC,55-64,646
2020,CA-510,Stanislaus County CoC,65+,199
2020,CA-510,Stanislaus County CoC,Invalid,*
2020,CA-510,Stanislaus County CoC,Under 18,1373
2020,CA-510,Stanislaus County CoC,Unknown,*
2020,CA-511,San Joaquin County CoC,18-24,560
2020,CA-511,San Joaquin County CoC,25-34,1134
2020,CA-511,San Joaquin County CoC,35-44,865
2020,CA-511,San Joaquin County CoC,45-54,592
2020,CA-511,San Joaquin County CoC,55-64,507
2020,CA-511,San Joaquin County CoC,65+,220
2020,CA-511,San Joaquin County CoC,Invalid,*
2020,CA-511,San Joaquin County CoC,Under 18,2845
2020,CA-511,San Joaquin County CoC,Unknown,*
2020,CA-512,San Mateo County CoC,18-24,222
2020,CA-512,San Mateo County CoC,25-34,659
2020,CA-512,San Mateo County CoC,35-44,595
2020,CA-512,San Mateo County CoC,45-54,646
2020,CA-512,San Mateo County CoC,55-64,763
2020,CA-512,San Mateo County CoC,65+,390
2020,CA-512,San Mateo County CoC,Invalid,*
2020,CA-512,San Mateo County CoC,Under 18,1017
2020,CA-512,San Mateo County CoC,Unknown,*
2020,CA-513,"Kings, Tulare Counties CoC",18-24,294
2020,CA-513,"Kings, Tulare Counties CoC",25-34,558
2020,CA-513,"Kings, Tulare Counties CoC",35-44,600
2020,CA-513,"Kings, Tulare Counties CoC",45-54,455
2020,CA-513,"Kings, Tulare Counties CoC",55-64,342
2020,CA-513,"Kings, Tulare Counties CoC",65+,87
2020,CA-513,"Kings, Tulare Counties CoC",Invalid,*
2020,CA-513,"Kings, Tulare Counties CoC",Under 18,955
2020,CA-513,"Kings, Tulare Counties CoC",Unknown,*
2020,CA-514,"Fresno, Madera Counties CoC",18-24,283
2020,CA-514,"Fresno, Madera Counties CoC",25-34,694
2020,CA-514,"Fresno, Madera Counties CoC",35-44,841
2020,CA-514,"Fresno, Madera Counties CoC",45-54,773
2020,CA-514,"Fresno, Madera Counties CoC",55-64,688
2020,CA-514,"Fresno, Madera Counties CoC",65+,274
2020,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2020,CA-514,"Fresno, Madera Counties CoC",Under 18,1019
2020,CA-514,"Fresno, Madera Counties CoC",Unknown,17
2020,CA-515,Placer County CoC,18-24,108
2020,CA-515,Placer County CoC,25-34,306
2020,CA-515,Placer County CoC,35-44,290
2020,CA-515,Placer County CoC,45-54,293
2020,CA-515,Placer County CoC,55-64,253
2020,CA-515,Placer County CoC,65+,123
2020,CA-515,Placer County CoC,Invalid,*
2020,CA-515,Placer County CoC,Under 18,361
2020,CA-515,Placer County CoC,Unknown,11
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,81
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,228
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,208
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,175
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,252
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,106
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,228
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,176
2020,CA-517,Napa County CoC,18-24,113
2020,CA-517,Napa County CoC,25-34,240
2020,CA-517,Napa County CoC,35-44,230
2020,CA-517,Napa County CoC,45-54,242
2020,CA-517,Napa County CoC,55-64,216
2020,CA-517,Napa County CoC,65+,109
2020,CA-517,Napa County CoC,Invalid,*
2020,CA-517,Napa County CoC,Under 18,213
2020,CA-517,Napa County CoC,Unknown,*
2020,CA-518,Solano County CoC,18-24,60
2020,CA-518,Solano County CoC,25-34,188
2020,CA-518,Solano County CoC,35-44,230
2020,CA-518,Solano County CoC,45-54,221
2020,CA-518,Solano County CoC,55-64,252
2020,CA-518,Solano County CoC,65+,110
2020,CA-518,Solano County CoC,Under 18,207
2020,CA-518,Solano County CoC,Unknown,*
2020,CA-519,Butte County CoC,18-24,120
2020,CA-519,Butte County CoC,25-34,311
2020,CA-519,Butte County CoC,35-44,328
2020,CA-519,Butte County CoC,45-54,313
2020,CA-519,Butte County CoC,55-64,298
2020,CA-519,Butte County CoC,65+,162
2020,CA-519,Butte County CoC,Under 18,318
2020,CA-519,Butte County CoC,Unknown,*
2020,CA-520,Merced County CoC,18-24,212
2020,CA-520,Merced County CoC,25-34,445
2020,CA-520,Merced County CoC,35-44,386
2020,CA-520,Merced County CoC,45-54,263
2020,CA-520,Merced County CoC,55-64,224
2020,CA-520,Merced County CoC,65+,67
2020,CA-520,Merced County CoC,Invalid,*
2020,CA-520,Merced County CoC,Under 18,1033
2020,CA-520,Merced County CoC,Unknown,*
2020,CA-521,Yolo County CoC,18-24,107
2020,CA-521,Yolo County CoC,25-34,216
2020,CA-521,Yolo County CoC,35-44,251
2020,CA-521,Yolo County CoC,45-54,218
2020,CA-521,Yolo County CoC,55-64,232
2020,CA-521,Yolo County CoC,65+,110
2020,CA-521,Yolo County CoC,Under 18,425
2020,CA-522,Humboldt County CoC,18-24,77
2020,CA-522,Humboldt County CoC,25-34,232
2020,CA-522,Humboldt County CoC,35-44,495
2020,CA-522,Humboldt County CoC,45-54,305
2020,CA-522,Humboldt County CoC,55-64,248
2020,CA-522,Humboldt County CoC,65+,139
2020,CA-522,Humboldt County CoC,Under 18,217
2020,CA-522,Humboldt County CoC,Unknown,26
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,62
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,102
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,54
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,31
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,32
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,16
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,207
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2020,CA-524,"Yuba, Sutter Counties CoC",18-24,55
2020,CA-524,"Yuba, Sutter Counties CoC",25-34,104
2020,CA-524,"Yuba, Sutter Counties CoC",35-44,90
2020,CA-524,"Yuba, Sutter Counties CoC",45-54,60
2020,CA-524,"Yuba, Sutter Counties CoC",55-64,74
2020,CA-524,"Yuba, Sutter Counties CoC",65+,41
2020,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2020,CA-524,"Yuba, Sutter Counties CoC",Under 18,283
2020,CA-525,El Dorado County CoC,18-24,32
2020,CA-525,El Dorado County CoC,25-34,52
2020,CA-525,El Dorado County CoC,35-44,66
2020,CA-525,El Dorado County CoC,45-54,64
2020,CA-525,El Dorado County CoC,55-64,82
2020,CA-525,El Dorado County CoC,65+,47
2020,CA-525,El Dorado County CoC,Invalid,*
2020,CA-525,El Dorado County CoC,Under 18,96
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,46
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,105
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,122
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,97
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,91
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,42
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,213
2020,CA-527,Tehama County CoC,18-24,31
2020,CA-527,Tehama County CoC,25-34,87
2020,CA-527,Tehama County CoC,35-44,94
2020,CA-527,Tehama County CoC,45-54,65
2020,CA-527,Tehama County CoC,55-64,80
2020,CA-527,Tehama County CoC,65+,32
2020,CA-527,Tehama County CoC,Invalid,*
2020,CA-527,Tehama County CoC,Under 18,59
2020,CA-529,Lake County CoC,18-24,19
2020,CA-529,Lake County CoC,25-34,30
2020,CA-529,Lake County CoC,35-44,30
2020,CA-529,Lake County CoC,45-54,17
2020,CA-529,Lake County CoC,55-64,27
2020,CA-529,Lake County CoC,65+,*
2020,CA-529,Lake County CoC,Under 18,39
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,13
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,36
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,31
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,24
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,33
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,19
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,48
2020,CA-531,Nevada County CoC,18-24,33
2020,CA-531,Nevada County CoC,25-34,106
2020,CA-531,Nevada County CoC,35-44,104
2020,CA-531,Nevada County CoC,45-54,115
2020,CA-531,Nevada County CoC,55-64,117
2020,CA-531,Nevada County CoC,65+,45
2020,CA-531,Nevada County CoC,Under 18,26
2020,CA-531,Nevada County CoC,Unknown,*
2020,CA-600,Los Angeles County CoC,18-24,7446
2020,CA-600,Los Angeles County CoC,25-34,15127
2020,CA-600,Los Angeles County CoC,35-44,14562
2020,CA-600,Los Angeles County CoC,45-54,13456
2020,CA-600,Los Angeles County CoC,55-64,12704
2020,CA-600,Los Angeles County CoC,65+,5071
2020,CA-600,Los Angeles County CoC,Invalid,25
2020,CA-600,Los Angeles County CoC,Under 18,14551
2020,CA-600,Los Angeles County CoC,Unknown,4508
2020,CA-601,San Diego County CoC,18-24,1624
2020,CA-601,San Diego County CoC,25-34,3227
2020,CA-601,San Diego County CoC,35-44,3202
2020,CA-601,San Diego County CoC,45-54,3292
2020,CA-601,San Diego County CoC,55-64,3628
2020,CA-601,San Diego County CoC,65+,1479
2020,CA-601,San Diego County CoC,Invalid,*
2020,CA-601,San Diego County CoC,Under 18,3353
2020,CA-601,San Diego County CoC,Unknown,774
2020,CA-602,Orange County CoC,18-24,667
2020,CA-602,Orange County CoC,25-34,1995
2020,CA-602,Orange County CoC,35-44,1897
2020,CA-602,Orange County CoC,45-54,1976
2020,CA-602,Orange County CoC,55-64,2063
2020,CA-602,Orange County CoC,65+,847
2020,CA-602,Orange County CoC,Under 18,2836
2020,CA-602,Orange County CoC,Unknown,61
2020,CA-603,Santa Barbara County CoC,18-24,206
2020,CA-603,Santa Barbara County CoC,25-34,424
2020,CA-603,Santa Barbara County CoC,35-44,492
2020,CA-603,Santa Barbara County CoC,45-54,445
2020,CA-603,Santa Barbara County CoC,55-64,568
2020,CA-603,Santa Barbara County CoC,65+,253
2020,CA-603,Santa Barbara County CoC,Invalid,*
2020,CA-603,Santa Barbara County CoC,Under 18,535
2020,CA-603,Santa Barbara County CoC,Unknown,*
2020,CA-604,Kern County CoC,18-24,399
2020,CA-604,Kern County CoC,25-34,786
2020,CA-604,Kern County CoC,35-44,795
2020,CA-604,Kern County CoC,45-54,678
2020,CA-604,Kern County CoC,55-64,597
2020,CA-604,Kern County CoC,65+,171
2020,CA-604,Kern County CoC,Under 18,1806
2020,CA-606,Long Beach CoC (Los Angeles County),18-24,258
2020,CA-606,Long Beach CoC (Los Angeles County),25-34,621
2020,CA-606,Long Beach CoC (Los Angeles County),35-44,621
2020,CA-606,Long Beach CoC (Los Angeles County),45-54,711
2020,CA-606,Long Beach CoC (Los Angeles County),55-64,831
2020,CA-606,Long Beach CoC (Los Angeles County),65+,442
2020,CA-606,Long Beach CoC (Los Angeles County),Invalid,*
2020,CA-606,Long Beach CoC (Los Angeles County),Under 18,662
2020,CA-606,Long Beach CoC (Los Angeles County),Unknown,13
2020,CA-607,Pasadena CoC (Los Angeles County),18-24,106
2020,CA-607,Pasadena CoC (Los Angeles County),25-34,193
2020,CA-607,Pasadena CoC (Los Angeles County),35-44,187
2020,CA-607,Pasadena CoC (Los Angeles County),45-54,227
2020,CA-607,Pasadena CoC (Los Angeles County),55-64,298
2020,CA-607,Pasadena CoC (Los Angeles County),65+,155
2020,CA-607,Pasadena CoC (Los Angeles County),Under 18,213
2020,CA-607,Pasadena CoC (Los Angeles County),Unknown,15
2020,CA-608,Riverside County CoC,18-24,771
2020,CA-608,Riverside County CoC,25-34,1538
2020,CA-608,Riverside County CoC,35-44,1439
2020,CA-608,Riverside County CoC,45-54,1202
2020,CA-608,Riverside County CoC,55-64,1161
2020,CA-608,Riverside County CoC,65+,569
2020,CA-608,Riverside County CoC,Invalid,*
2020,CA-608,Riverside County CoC,Under 18,2357
2020,CA-608,Riverside County CoC,Unknown,50
2020,CA-609,San Bernardino County CoC,18-24,816
2020,CA-609,San Bernardino County CoC,25-34,1316
2020,CA-609,San Bernardino County CoC,35-44,1145
2020,CA-609,San Bernardino County CoC,45-54,885
2020,CA-609,San Bernardino County CoC,55-64,899
2020,CA-609,San Bernardino County CoC,65+,353
2020,CA-609,San Bernardino County CoC,Invalid,*
2020,CA-609,San Bernardino County CoC,Under 18,3431
2020,CA-609,San Bernardino County CoC,Unknown,75
2020,CA-611,Ventura County CoC,18-24,100
2020,CA-611,Ventura County CoC,25-34,267
2020,CA-611,Ventura County CoC,35-44,376
2020,CA-611,Ventura County CoC,45-54,398
2020,CA-611,Ventura County CoC,55-64,521
2020,CA-611,Ventura County CoC,65+,256
2020,CA-611,Ventura County CoC,Invalid,*
2020,CA-611,Ventura County CoC,Under 18,317
2020,CA-611,Ventura County CoC,Unknown,*
2020,CA-612,Glendale CoC (Los Angeles County),18-24,43
2020,CA-612,Glendale CoC (Los Angeles County),25-34,83
2020,CA-612,Glendale CoC (Los Angeles County),35-44,69
2020,CA-612,Glendale CoC (Los Angeles County),45-54,82
2020,CA-612,Glendale CoC (Los Angeles County),55-64,96
2020,CA-612,Glendale CoC (Los Angeles County),65+,40
2020,CA-612,Glendale CoC (Los Angeles County),Invalid,*
2020,CA-612,Glendale CoC (Los Angeles County),Under 18,164
2020,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2020,CA-613,Imperial County CoC,18-24,80
2020,CA-613,Imperial County CoC,25-34,145
2020,CA-613,Imperial County CoC,35-44,120
2020,CA-613,Imperial County CoC,45-54,108
2020,CA-613,Imperial County CoC,55-64,102
2020,CA-613,Imperial County CoC,65+,49
2020,CA-613,Imperial County CoC,Invalid,*
2020,CA-613,Imperial County CoC,Under 18,379
2020,CA-613,Imperial County CoC,Unknown,*
2020,CA-614,San Luis Obispo County CoC,18-24,108
2020,CA-614,San Luis Obispo County CoC,25-34,232
2020,CA-614,San Luis Obispo County CoC,35-44,259
2020,CA-614,San Luis Obispo County CoC,45-54,208
2020,CA-614,San Luis Obispo County CoC,55-64,212
2020,CA-614,San Luis Obispo County CoC,65+,112
2020,CA-614,San Luis Obispo County CoC,Invalid,*
2020,CA-614,San Luis Obispo County CoC,Under 18,548
2020,CA-614,San Luis Obispo County CoC,Unknown,*
2021,All,California,18-24,20576
2021,All,California,25-34,43034
2021,All,California,35-44,43203
2021,All,California,45-54,38495
2021,All,California,55-64,39440
2021,All,California,65+,17614
2021,All,California,Invalid,89
2021,All,California,Under 18,55115
2021,All,California,Unknown,7680
2021,CA-500,Santa Clara County CoC,18-24,968
2021,CA-500,Santa Clara County CoC,25-34,1934
2021,CA-500,Santa Clara County CoC,35-44,2151
2021,CA-500,Santa Clara County CoC,45-54,1836
2021,CA-500,Santa Clara County CoC,55-64,1990
2021,CA-500,Santa Clara County CoC,65+,953
2021,CA-500,Santa Clara County CoC,Invalid,*
2021,CA-500,Santa Clara County CoC,Under 18,2933
2021,CA-500,Santa Clara County CoC,Unknown,*
2021,CA-501,San Francisco CoC,18-24,1336
2021,CA-501,San Francisco CoC,25-34,2246
2021,CA-501,San Francisco CoC,35-44,2340
2021,CA-501,San Francisco CoC,45-54,1968
2021,CA-501,San Francisco CoC,55-64,1864
2021,CA-501,San Francisco CoC,65+,964
2021,CA-501,San Francisco CoC,Invalid,*
2021,CA-501,San Francisco CoC,Under 18,3277
2021,CA-501,San Francisco CoC,Unknown,25
2021,CA-502,Alameda County CoC,18-24,870
2021,CA-502,Alameda County CoC,25-34,1537
2021,CA-502,Alameda County CoC,35-44,1492
2021,CA-502,Alameda County CoC,45-54,1575
2021,CA-502,Alameda County CoC,55-64,1848
2021,CA-502,Alameda County CoC,65+,867
2021,CA-502,Alameda County CoC,Invalid,*
2021,CA-502,Alameda County CoC,Under 18,1849
2021,CA-502,Alameda County CoC,Unknown,*
2021,CA-503,Sacramento County CoC,18-24,1039
2021,CA-503,Sacramento County CoC,25-34,1368
2021,CA-503,Sacramento County CoC,35-44,1466
2021,CA-503,Sacramento County CoC,45-54,1448
2021,CA-503,Sacramento County CoC,55-64,1697
2021,CA-503,Sacramento County CoC,65+,674
2021,CA-503,Sacramento County CoC,Invalid,*
2021,CA-503,Sacramento County CoC,Under 18,2965
2021,CA-503,Sacramento County CoC,Unknown,73
2021,CA-504,Sonoma County CoC,18-24,229
2021,CA-504,Sonoma County CoC,25-34,366
2021,CA-504,Sonoma County CoC,35-44,382
2021,CA-504,Sonoma County CoC,45-54,463
2021,CA-504,Sonoma County CoC,55-64,484
2021,CA-504,Sonoma County CoC,65+,238
2021,CA-504,Sonoma County CoC,Under 18,453
2021,CA-505,Contra Costa County CoC,18-24,485
2021,CA-505,Contra Costa County CoC,25-34,894
2021,CA-505,Contra Costa County CoC,35-44,931
2021,CA-505,Contra Costa County CoC,45-54,884
2021,CA-505,Contra Costa County CoC,55-64,987
2021,CA-505,Contra Costa County CoC,65+,436
2021,CA-505,Contra Costa County CoC,Invalid,*
2021,CA-505,Contra Costa County CoC,Under 18,1252
2021,CA-505,Contra Costa County CoC,Unknown,*
2021,CA-506,"Monterey, San Benito Counties CoC",18-24,182
2021,CA-506,"Monterey, San Benito Counties CoC",25-34,405
2021,CA-506,"Monterey, San Benito Counties CoC",35-44,415
2021,CA-506,"Monterey, San Benito Counties CoC",45-54,295
2021,CA-506,"Monterey, San Benito Counties CoC",55-64,354
2021,CA-506,"Monterey, San Benito Counties CoC",65+,176
2021,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2021,CA-506,"Monterey, San Benito Counties CoC",Under 18,600
2021,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2021,CA-507,Marin County CoC,18-24,111
2021,CA-507,Marin County CoC,25-34,229
2021,CA-507,Marin County CoC,35-44,225
2021,CA-507,Marin County CoC,45-54,257
2021,CA-507,Marin County CoC,55-64,290
2021,CA-507,Marin County CoC,65+,168
2021,CA-507,Marin County CoC,Under 18,331
2021,CA-507,Marin County CoC,Unknown,176
2021,CA-508,Santa Cruz County CoC,18-24,160
2021,CA-508,Santa Cruz County CoC,25-34,326
2021,CA-508,Santa Cruz County CoC,35-44,414
2021,CA-508,Santa Cruz County CoC,45-54,331
2021,CA-508,Santa Cruz County CoC,55-64,384
2021,CA-508,Santa Cruz County CoC,65+,254
2021,CA-508,Santa Cruz County CoC,Invalid,*
2021,CA-508,Santa Cruz County CoC,Under 18,556
2021,CA-508,Santa Cruz County CoC,Unknown,*
2021,CA-509,Mendocino County CoC,18-24,66
2021,CA-509,Mendocino County CoC,25-34,222
2021,CA-509,Mendocino County CoC,35-44,258
2021,CA-509,Mendocino County CoC,45-54,218
2021,CA-509,Mendocino County CoC,55-64,170
2021,CA-509,Mendocino County CoC,65+,122
2021,CA-509,Mendocino County CoC,Under 18,253
2021,CA-509,Mendocino County CoC,Unknown,*
2021,CA-510,Stanislaus County CoC,18-24,443
2021,CA-510,Stanislaus County CoC,25-34,821
2021,CA-510,Stanislaus County CoC,35-44,822
2021,CA-510,Stanislaus County CoC,45-54,688
2021,CA-510,Stanislaus County CoC,55-64,703
2021,CA-510,Stanislaus County CoC,65+,255
2021,CA-510,Stanislaus County CoC,Under 18,1155
2021,CA-510,Stanislaus County CoC,Unknown,19
2021,CA-511,San Joaquin County CoC,18-24,493
2021,CA-511,San Joaquin County CoC,25-34,995
2021,CA-511,San Joaquin County CoC,35-44,819
2021,CA-511,San Joaquin County CoC,45-54,566
2021,CA-511,San Joaquin County CoC,55-64,539
2021,CA-511,San Joaquin County CoC,65+,245
