CALENDAR_YEAR,LOCATION_ID,race_ethnicity,CNT
2021,CA-508,Native Hawaiian or Pacific Islander,16
2021,CA-508,two or more races,2039
2021,CA-508,White,1052
2021,CA-509,"American Indian, Alaska Native, or Indigenous",104
2021,CA-509,Asian or Asian American,NULL
2021,CA-509,"Black, African American or African",31
2021,CA-509,Hispanic/Latina/e/o,11
2021,CA-509,Native Hawaiian or Pacific Islander,NULL
2021,CA-509,two or more races,733
2021,CA-509,White,786
2021,CA-510,"American Indian, Alaska Native, or Indigenous",60
2021,CA-510,Asian or Asian American,53
2021,CA-510,"Black, African American or African",576
2021,CA-510,Hispanic/Latina/e/o,105
2021,CA-510,Native Hawaiian or Pacific Islander,26
2021,CA-510,two or more races,4325
2021,CA-510,White,1995
2021,CA-511,"American Indian, Alaska Native, or Indigenous",44
2021,CA-511,Asian or Asian American,134
2021,CA-511,"Black, African American or African",1913
2021,CA-511,Hispanic/Latina/e/o,197
2021,CA-511,Native Hawaiian or Pacific Islander,48
2021,CA-511,two or more races,4393
2021,CA-511,White,1493
2021,CA-512,"American Indian, Alaska Native, or Indigenous",36
2021,CA-512,Asian or Asian American,202
2021,CA-512,"Black, African American or African",831
2021,CA-512,Hispanic/Latina/e/o,72
2021,CA-512,Native Hawaiian or Pacific Islander,355
2021,CA-512,two or more races,3189
2021,CA-512,White,1396
2021,CA-513,"American Indian, Alaska Native, or Indigenous",50
2021,CA-513,Asian or Asian American,14
2021,CA-513,"Black, African American or African",331
2021,CA-513,Hispanic/Latina/e/o,52
2021,CA-513,Native Hawaiian or Pacific Islander,19
2021,CA-513,two or more races,3789
2021,CA-513,White,1070
2021,CA-514,"American Indian, Alaska Native, or Indigenous",143
2021,CA-514,Asian or Asian American,160
2021,CA-514,"Black, African American or African",1195
2021,CA-514,Hispanic/Latina/e/o,203
2021,CA-514,Native Hawaiian or Pacific Islander,40
2021,CA-514,two or more races,5913
2021,CA-514,White,1645
2021,CA-515,"American Indian, Alaska Native, or Indigenous",43
2021,CA-515,Asian or Asian American,25
2021,CA-515,"Black, African American or African",170
2021,CA-515,Hispanic/Latina/e/o,36
2021,CA-515,Native Hawaiian or Pacific Islander,15
2021,CA-515,two or more races,942
2021,CA-515,White,1253
2021,CA-516,"American Indian, Alaska Native, or Indigenous",58
2021,CA-516,Asian or Asian American,NULL
2021,CA-516,"Black, African American or African",55
2021,CA-516,Hispanic/Latina/e/o,12
2021,CA-516,Native Hawaiian or Pacific Islander,12
2021,CA-516,two or more races,770
2021,CA-516,White,1202
2021,CA-517,"American Indian, Alaska Native, or Indigenous",14
2021,CA-517,Asian or Asian American,15
2021,CA-517,"Black, African American or African",50
2021,CA-517,Hispanic/Latina/e/o,17
2021,CA-517,Native Hawaiian or Pacific Islander,NULL
2021,CA-517,two or more races,474
2021,CA-517,White,396
2021,CA-518,"American Indian, Alaska Native, or Indigenous",NULL
2021,CA-518,Asian or Asian American,32
2021,CA-518,"Black, African American or African",564
2021,CA-518,Hispanic/Latina/e/o,12
2021,CA-518,Native Hawaiian or Pacific Islander,19
2021,CA-518,two or more races,625
2021,CA-518,White,407
2021,CA-519,"American Indian, Alaska Native, or Indigenous",71
2021,CA-519,Asian or Asian American,14
2021,CA-519,"Black, African American or African",126
2021,CA-519,Hispanic/Latina/e/o,13
2021,CA-519,Native Hawaiian or Pacific Islander,14
2021,CA-519,two or more races,890
2021,CA-519,White,1331
2021,CA-520,"American Indian, Alaska Native, or Indigenous",29
2021,CA-520,Asian or Asian American,36
2021,CA-520,"Black, African American or African",353
2021,CA-520,Hispanic/Latina/e/o,52
2021,CA-520,Native Hawaiian or Pacific Islander,NULL
2021,CA-520,two or more races,2392
2021,CA-520,White,657
2021,CA-521,"American Indian, Alaska Native, or Indigenous",26
2021,CA-521,Asian or Asian American,12
2021,CA-521,"Black, African American or African",263
2021,CA-521,Hispanic/Latina/e/o,60
2021,CA-521,Native Hawaiian or Pacific Islander,NULL
2021,CA-521,two or more races,974
2021,CA-521,White,531
2021,CA-522,"American Indian, Alaska Native, or Indigenous",118
2021,CA-522,Asian or Asian American,11
2021,CA-522,"Black, African American or African",54
2021,CA-522,Hispanic/Latina/e/o,14
2021,CA-522,Native Hawaiian or Pacific Islander,NULL
2021,CA-522,two or more races,445
2021,CA-522,White,951
2021,CA-523,"American Indian, Alaska Native, or Indigenous",21
2021,CA-523,Asian or Asian American,NULL
2021,CA-523,"Black, African American or African",NULL
2021,CA-523,Hispanic/Latina/e/o,12
2021,CA-523,Native Hawaiian or Pacific Islander,NULL
2021,CA-523,two or more races,462
2021,CA-523,White,392
2021,CA-524,"American Indian, Alaska Native, or Indigenous",66
2021,CA-524,Asian or Asian American,23
2021,CA-524,"Black, African American or African",175
2021,CA-524,Hispanic/Latina/e/o,305
2021,CA-524,Native Hawaiian or Pacific Islander,14
2021,CA-524,two or more races,580
2021,CA-524,White,1201
2021,CA-525,"American Indian, Alaska Native, or Indigenous",NULL
2021,CA-525,Asian or Asian American,NULL
2021,CA-525,"Black, African American or African",19
2021,CA-525,Hispanic/Latina/e/o,NULL
2021,CA-525,Native Hawaiian or Pacific Islander,NULL
2021,CA-525,two or more races,125
2021,CA-525,White,320
2021,CA-526,"American Indian, Alaska Native, or Indigenous",NULL
2021,CA-526,Asian or Asian American,NULL
2021,CA-526,"Black, African American or African",18
2021,CA-526,Hispanic/Latina/e/o,NULL
2021,CA-526,Native Hawaiian or Pacific Islander,NULL
2021,CA-526,two or more races,287
2021,CA-526,White,551
2021,CA-527,"American Indian, Alaska Native, or Indigenous",11
2021,CA-527,Asian or Asian American,NULL
2021,CA-527,"Black, African American or African",NULL
2021,CA-527,Hispanic/Latina/e/o,15
2021,CA-527,Native Hawaiian or Pacific Islander,NULL
2021,CA-527,two or more races,68
2021,CA-527,White,206
2021,CA-529,"American Indian, Alaska Native, or Indigenous",14
2021,CA-529,Asian or Asian American,NULL
2021,CA-529,"Black, African American or African",19
2021,CA-529,Hispanic/Latina/e/o,NULL
2021,CA-529,two or more races,125
2021,CA-529,White,285
2021,CA-530,"American Indian, Alaska Native, or Indigenous",31
2021,CA-530,Asian or Asian American,NULL
2021,CA-530,"Black, African American or African",NULL
2021,CA-530,Hispanic/Latina/e/o,NULL
2021,CA-530,Native Hawaiian or Pacific Islander,NULL
2021,CA-530,two or more races,143
2021,CA-530,White,110
2021,CA-531,"American Indian, Alaska Native, or Indigenous",NULL
2021,CA-531,Asian or Asian American,NULL
2021,CA-531,"Black, African American or African",NULL
2021,CA-531,Hispanic/Latina/e/o,NULL
2021,CA-531,Native Hawaiian or Pacific Islander,NULL
2021,CA-531,two or more races,206
2021,CA-531,White,525
2021,CA-600,"American Indian, Alaska Native, or Indigenous",561
2021,CA-600,Asian or Asian American,1069
2021,CA-600,"Black, African American or African",30045
2021,CA-600,Hispanic/Latina/e/o,4709
2021,CA-600,Native Hawaiian or Pacific Islander,397
2021,CA-600,two or more races,56286
2021,CA-600,White,17287
2021,CA-601,"American Indian, Alaska Native, or Indigenous",248
2021,CA-601,Asian or Asian American,440
2021,CA-601,"Black, African American or African",5163
2021,CA-601,Hispanic/Latina/e/o,487
2021,CA-601,Native Hawaiian or Pacific Islander,249
2021,CA-601,two or more races,15476
2021,CA-601,White,8040
2021,CA-602,"American Indian, Alaska Native, or Indigenous",95
2021,CA-602,Asian or Asian American,390
2021,CA-602,"Black, African American or African",1565
2021,CA-602,Hispanic/Latina/e/o,249
2021,CA-602,Native Hawaiian or Pacific Islander,108
2021,CA-602,two or more races,13853
2021,CA-602,White,5219
2021,CA-603,"American Indian, Alaska Native, or Indigenous",42
2021,CA-603,Asian or Asian American,21
2021,CA-603,"Black, African American or African",214
2021,CA-603,Hispanic/Latina/e/o,59
2021,CA-603,Native Hawaiian or Pacific Islander,14
2021,CA-603,two or more races,3367
2021,CA-603,White,1299
2021,CA-604,"American Indian, Alaska Native, or Indigenous",73
2021,CA-604,Asian or Asian American,33
2021,CA-604,"Black, African American or African",1703
2021,CA-604,Hispanic/Latina/e/o,40
2021,CA-604,Native Hawaiian or Pacific Islander,42
2021,CA-604,two or more races,5825
2021,CA-604,White,2618
2021,CA-606,"American Indian, Alaska Native, or Indigenous",24
2021,CA-606,Asian or Asian American,62
2021,CA-606,"Black, African American or African",1312
2021,CA-606,Hispanic/Latina/e/o,72
2021,CA-606,Native Hawaiian or Pacific Islander,25
2021,CA-606,two or more races,1657
2021,CA-606,White,705
2021,CA-607,"American Indian, Alaska Native, or Indigenous",NULL
2021,CA-607,Asian or Asian American,24
2021,CA-607,"Black, African American or African",350
2021,CA-607,Hispanic/Latina/e/o,20
2021,CA-607,Native Hawaiian or Pacific Islander,NULL
2021,CA-607,two or more races,795
2021,CA-607,White,217
2021,CA-608,"American Indian, Alaska Native, or Indigenous",83
2021,CA-608,Asian or Asian American,68
2021,CA-608,"Black, African American or African",2008
2021,CA-608,Hispanic/Latina/e/o,85
2021,CA-608,Native Hawaiian or Pacific Islander,44
2021,CA-608,two or more races,7068
2021,CA-608,White,2661
2021,CA-609,"American Indian, Alaska Native, or Indigenous",73
2021,CA-609,Asian or Asian American,34
2021,CA-609,"Black, African American or African",2832
2021,CA-609,Hispanic/Latina/e/o,108
2021,CA-609,Native Hawaiian or Pacific Islander,43
2021,CA-609,two or more races,6479
2021,CA-609,White,1762
2021,CA-611,"American Indian, Alaska Native, or Indigenous",14
2021,CA-611,Asian or Asian American,21
2021,CA-611,"Black, African American or African",140
2021,CA-611,Hispanic/Latina/e/o,42
2021,CA-611,Native Hawaiian or Pacific Islander,NULL
2021,CA-611,two or more races,2150
2021,CA-611,White,1007
2021,CA-612,"American Indian, Alaska Native, or Indigenous",NULL
2021,CA-612,Asian or Asian American,15
2021,CA-612,"Black, African American or African",179
2021,CA-612,Hispanic/Latina/e/o,NULL
2021,CA-612,Native Hawaiian or Pacific Islander,NULL
2021,CA-612,two or more races,464
2021,CA-612,White,174
2021,CA-613,"American Indian, Alaska Native, or Indigenous",NULL
2021,CA-613,Asian or Asian American,NULL
2021,CA-613,"Black, African American or African",81
2021,CA-613,Hispanic/Latina/e/o,79
2021,CA-613,Native Hawaiian or Pacific Islander,NULL
2021,CA-613,two or more races,2391
2021,CA-613,White,163
2021,CA-614,"American Indian, Alaska Native, or Indigenous",31
2021,CA-614,Asian or Asian American,NULL
2021,CA-614,"Black, African American or African",93
2021,CA-614,Hispanic/Latina/e/o,155
2021,CA-614,Native Hawaiian or Pacific Islander,11
2021,CA-614,two or more races,1504
2021,CA-614,White,1142
2022,All,"American Indian, Alaska Native, or Indigenous",3637
2022,All,Asian or Asian American,5432
2022,All,"Black, African American or African",78831
2022,All,Hispanic/Latina/e/o,11885
2022,All,Native Hawaiian or Pacific Islander,2770
2022,All,two or more races,219753
2022,All,White,85515
2022,CA-500,"American Indian, Alaska Native, or Indigenous",191
2022,CA-500,Asian or Asian American,764
2022,CA-500,"Black, African American or African",1747
2022,CA-500,Hispanic/Latina/e/o,813
2022,CA-500,Native Hawaiian or Pacific Islander,215
2022,CA-500,two or more races,15372
2022,CA-500,White,2885
2022,CA-501,"American Indian, Alaska Native, or Indigenous",308
2022,CA-501,Asian or Asian American,675
2022,CA-501,"Black, African American or African",6507
2022,CA-501,Hispanic/Latina/e/o,1015
2022,CA-501,Native Hawaiian or Pacific Islander,371
2022,CA-501,two or more races,9840
2022,CA-501,White,4266
2022,CA-502,"American Indian, Alaska Native, or Indigenous",157
2022,CA-502,Asian or Asian American,334
2022,CA-502,"Black, African American or African",5974
2022,CA-502,Hispanic/Latina/e/o,182
2022,CA-502,Native Hawaiian or Pacific Islander,143
2022,CA-502,two or more races,5747
2022,CA-502,White,2214
2022,CA-503,"American Indian, Alaska Native, or Indigenous",148
2022,CA-503,Asian or Asian American,155
2022,CA-503,"Black, African American or African",4573
2022,CA-503,Hispanic/Latina/e/o,253
2022,CA-503,Native Hawaiian or Pacific Islander,152
2022,CA-503,two or more races,5969
2022,CA-503,White,3454
2022,CA-504,"American Indian, Alaska Native, or Indigenous",93
2022,CA-504,Asian or Asian American,27
2022,CA-504,"Black, African American or African",193
2022,CA-504,Hispanic/Latina/e/o,97
2022,CA-504,Native Hawaiian or Pacific Islander,21
2022,CA-504,two or more races,1531
2022,CA-504,White,1404
2022,CA-505,"American Indian, Alaska Native, or Indigenous",82
2022,CA-505,Asian or Asian American,111
2022,CA-505,"Black, African American or African",2357
2022,CA-505,Hispanic/Latina/e/o,38
2022,CA-505,Native Hawaiian or Pacific Islander,78
2022,CA-505,two or more races,3310
2022,CA-505,White,2087
2022,CA-506,"American Indian, Alaska Native, or Indigenous",29
2022,CA-506,Asian or Asian American,29
2022,CA-506,"Black, African American or African",186
2022,CA-506,Hispanic/Latina/e/o,109
2022,CA-506,Native Hawaiian or Pacific Islander,23
2022,CA-506,two or more races,3345
2022,CA-506,White,715
2022,CA-507,"American Indian, Alaska Native, or Indigenous",24
2022,CA-507,Asian or Asian American,28
2022,CA-507,"Black, African American or African",380
2022,CA-507,Hispanic/Latina/e/o,95
2022,CA-507,Native Hawaiian or Pacific Islander,NULL
2022,CA-507,two or more races,918
2022,CA-507,White,803
2022,CA-508,"American Indian, Alaska Native, or Indigenous",33
2022,CA-508,Asian or Asian American,NULL
2022,CA-508,"Black, African American or African",83
2022,CA-508,Hispanic/Latina/e/o,59
2022,CA-508,Native Hawaiian or Pacific Islander,NULL
2022,CA-508,two or more races,1775
2022,CA-508,White,751
2022,CA-509,"American Indian, Alaska Native, or Indigenous",157
2022,CA-509,Asian or Asian American,NULL
2022,CA-509,"Black, African American or African",42
2022,CA-509,Hispanic/Latina/e/o,NULL
2022,CA-509,Native Hawaiian or Pacific Islander,NULL
2022,CA-509,two or more races,811
2022,CA-509,White,988
2022,CA-510,"American Indian, Alaska Native, or Indigenous",80
2022,CA-510,Asian or Asian American,64
2022,CA-510,"Black, African American or African",689
2022,CA-510,Hispanic/Latina/e/o,223
2022,CA-510,Native Hawaiian or Pacific Islander,57
2022,CA-510,two or more races,5485
2022,CA-510,White,2558
2022,CA-511,"American Indian, Alaska Native, or Indigenous",57
2022,CA-511,Asian or Asian American,257
2022,CA-511,"Black, African American or African",2827
2022,CA-511,Hispanic/Latina/e/o,300
2022,CA-511,Native Hawaiian or Pacific Islander,67
2022,CA-511,two or more races,6948
2022,CA-511,White,2025
2022,CA-512,"American Indian, Alaska Native, or Indigenous",46
2022,CA-512,Asian or Asian American,226
2022,CA-512,"Black, African American or African",863
2022,CA-512,Hispanic/Latina/e/o,77
2022,CA-512,Native Hawaiian or Pacific Islander,373
2022,CA-512,two or more races,3910
2022,CA-512,White,1580
2022,CA-513,"American Indian, Alaska Native, or Indigenous",82
2022,CA-513,Asian or Asian American,17
2022,CA-513,"Black, African American or African",424
2022,CA-513,Hispanic/Latina/e/o,78
2022,CA-513,Native Hawaiian or Pacific Islander,21
2022,CA-513,two or more races,4649
2022,CA-513,White,1220
2022,CA-514,"American Indian, Alaska Native, or Indigenous",183
2022,CA-514,Asian or Asian American,223
2022,CA-514,"Black, African American or African",1546
2022,CA-514,Hispanic/Latina/e/o,292
2022,CA-514,Native Hawaiian or Pacific Islander,34
2022,CA-514,two or more races,7390
2022,CA-514,White,2058
2022,CA-515,"American Indian, Alaska Native, or Indigenous",56
2022,CA-515,Asian or Asian American,28
2022,CA-515,"Black, African American or African",223
2022,CA-515,Hispanic/Latina/e/o,40
2022,CA-515,Native Hawaiian or Pacific Islander,25
2022,CA-515,two or more races,1160
2022,CA-515,White,1516
2022,CA-516,"American Indian, Alaska Native, or Indigenous",77
2022,CA-516,Asian or Asian American,13
2022,CA-516,"Black, African American or African",56
2022,CA-516,Hispanic/Latina/e/o,20
2022,CA-516,Native Hawaiian or Pacific Islander,11
2022,CA-516,two or more races,1025
2022,CA-516,White,1449
2022,CA-517,"American Indian, Alaska Native, or Indigenous",23
2022,CA-517,Asian or Asian American,14
2022,CA-517,"Black, African American or African",58
2022,CA-517,Hispanic/Latina/e/o,12
2022,CA-517,Native Hawaiian or Pacific Islander,NULL
2022,CA-517,two or more races,737
2022,CA-517,White,456
2022,CA-518,"American Indian, Alaska Native, or Indigenous",15
2022,CA-518,Asian or Asian American,24
2022,CA-518,"Black, African American or African",506
2022,CA-518,Hispanic/Latina/e/o,13
2022,CA-518,Native Hawaiian or Pacific Islander,15
2022,CA-518,two or more races,702
2022,CA-518,White,362
2022,CA-519,"American Indian, Alaska Native, or Indigenous",71
2022,CA-519,Asian or Asian American,27
2022,CA-519,"Black, African American or African",147
2022,CA-519,Hispanic/Latina/e/o,31
2022,CA-519,Native Hawaiian or Pacific Islander,NULL
2022,CA-519,two or more races,1060
2022,CA-519,White,1647
2022,CA-520,"American Indian, Alaska Native, or Indigenous",36
2022,CA-520,Asian or Asian American,44
2022,CA-520,"Black, African American or African",471
2022,CA-520,Hispanic/Latina/e/o,48
2022,CA-520,Native Hawaiian or Pacific Islander,NULL
2022,CA-520,two or more races,3380
2022,CA-520,White,734
2022,CA-521,"American Indian, Alaska Native, or Indigenous",27
2022,CA-521,Asian or Asian American,11
2022,CA-521,"Black, African American or African",284
2022,CA-521,Hispanic/Latina/e/o,69
2022,CA-521,Native Hawaiian or Pacific Islander,11
2022,CA-521,two or more races,893
2022,CA-521,White,520
2022,CA-522,"American Indian, Alaska Native, or Indigenous",192
2022,CA-522,Asian or Asian American,14
2022,CA-522,"Black, African American or African",78
2022,CA-522,Hispanic/Latina/e/o,26
2022,CA-522,Native Hawaiian or Pacific Islander,12
2022,CA-522,two or more races,750
2022,CA-522,White,1312
2022,CA-523,"American Indian, Alaska Native, or Indigenous",23
2022,CA-523,Asian or Asian American,12
2022,CA-523,"Black, African American or African",11
2022,CA-523,Hispanic/Latina/e/o,NULL
2022,CA-523,Native Hawaiian or Pacific Islander,NULL
2022,CA-523,two or more races,342
2022,CA-523,White,381
2022,CA-524,"American Indian, Alaska Native, or Indigenous",70
2022,CA-524,Asian or Asian American,26
2022,CA-524,"Black, African American or African",206
2022,CA-524,Hispanic/Latina/e/o,338
2022,CA-524,Native Hawaiian or Pacific Islander,18
2022,CA-524,two or more races,917
2022,CA-524,White,1436
2022,CA-525,"American Indian, Alaska Native, or Indigenous",14
2022,CA-525,Asian or Asian American,NULL
2022,CA-525,"Black, African American or African",21
2022,CA-525,Hispanic/Latina/e/o,NULL
2022,CA-525,Native Hawaiian or Pacific Islander,NULL
2022,CA-525,two or more races,171
2022,CA-525,White,341
2022,CA-526,"American Indian, Alaska Native, or Indigenous",17
2022,CA-526,Asian or Asian American,NULL
2022,CA-526,"Black, African American or African",15
2022,CA-526,Hispanic/Latina/e/o,NULL
2022,CA-526,Native Hawaiian or Pacific Islander,NULL
2022,CA-526,two or more races,441
2022,CA-526,White,694
2022,CA-527,"American Indian, Alaska Native, or Indigenous",15
2022,CA-527,Asian or Asian American,NULL
2022,CA-527,"Black, African American or African",12
2022,CA-527,Hispanic/Latina/e/o,21
2022,CA-527,Native Hawaiian or Pacific Islander,NULL
2022,CA-527,two or more races,229
2022,CA-527,White,498
2022,CA-529,"American Indian, Alaska Native, or Indigenous",11
2022,CA-529,Asian or Asian American,NULL
2022,CA-529,"Black, African American or African",16
2022,CA-529,Hispanic/Latina/e/o,NULL
2022,CA-529,Native Hawaiian or Pacific Islander,NULL
2022,CA-529,two or more races,118
2022,CA-529,White,212
2022,CA-530,"American Indian, Alaska Native, or Indigenous",30
2022,CA-530,"Black, African American or African",NULL
2022,CA-530,Hispanic/Latina/e/o,NULL
2022,CA-530,Native Hawaiian or Pacific Islander,NULL
2022,CA-530,two or more races,128
2022,CA-530,White,96
2022,CA-531,"American Indian, Alaska Native, or Indigenous",20
2022,CA-531,Asian or Asian American,NULL
2022,CA-531,"Black, African American or African",24
2022,CA-531,Hispanic/Latina/e/o,18
2022,CA-531,Native Hawaiian or Pacific Islander,NULL
2022,CA-531,two or more races,287
2022,CA-531,White,748
2022,CA-600,"American Indian, Alaska Native, or Indigenous",549
2022,CA-600,Asian or Asian American,1099
2022,CA-600,"Black, African American or African",32011
2022,CA-600,Hispanic/Latina/e/o,5958
2022,CA-600,Native Hawaiian or Pacific Islander,408
2022,CA-600,two or more races,58988
2022,CA-600,White,17569
2022,CA-601,"American Indian, Alaska Native, or Indigenous",299
2022,CA-601,Asian or Asian American,399
2022,CA-601,"Black, African American or African",5780
2022,CA-601,Hispanic/Latina/e/o,431
2022,CA-601,Native Hawaiian or Pacific Islander,290
2022,CA-601,two or more races,18252
2022,CA-601,White,8674
2022,CA-602,"American Indian, Alaska Native, or Indigenous",129
2022,CA-602,Asian or Asian American,527
2022,CA-602,"Black, African American or African",2056
2022,CA-602,Hispanic/Latina/e/o,405
2022,CA-602,Native Hawaiian or Pacific Islander,195
2022,CA-602,two or more races,18932
2022,CA-602,White,6576
2022,CA-603,"American Indian, Alaska Native, or Indigenous",56
2022,CA-603,Asian or Asian American,38
2022,CA-603,"Black, African American or African",243
2022,CA-603,Hispanic/Latina/e/o,185
2022,CA-603,Native Hawaiian or Pacific Islander,28
2022,CA-603,two or more races,4121
2022,CA-603,White,1476
2022,CA-604,"American Indian, Alaska Native, or Indigenous",75
2022,CA-604,Asian or Asian American,36
2022,CA-604,"Black, African American or African",1826
2022,CA-604,Hispanic/Latina/e/o,59
2022,CA-604,Native Hawaiian or Pacific Islander,35
2022,CA-604,two or more races,7016
2022,CA-604,White,2787
2022,CA-606,"American Indian, Alaska Native, or Indigenous",28
2022,CA-606,Asian or Asian American,75
2022,CA-606,"Black, African American or African",1754
2022,CA-606,Hispanic/Latina/e/o,102
2022,CA-606,Native Hawaiian or Pacific Islander,32
2022,CA-606,two or more races,1980
2022,CA-606,White,886
2022,CA-607,"American Indian, Alaska Native, or Indigenous",NULL
2022,CA-607,Asian or Asian American,28
2022,CA-607,"Black, African American or African",463
2022,CA-607,Hispanic/Latina/e/o,26
2022,CA-607,Native Hawaiian or Pacific Islander,NULL
2022,CA-607,two or more races,987
2022,CA-607,White,262
2022,CA-608,"American Indian, Alaska Native, or Indigenous",96
2022,CA-608,Asian or Asian American,90
2022,CA-608,"Black, African American or African",2484
2022,CA-608,Hispanic/Latina/e/o,181
2022,CA-608,Native Hawaiian or Pacific Islander,68
2022,CA-608,two or more races,9002
2022,CA-608,White,3271
2022,CA-609,"American Indian, Alaska Native, or Indigenous",93
2022,CA-609,Asian or Asian American,40
2022,CA-609,"Black, African American or African",3676
2022,CA-609,Hispanic/Latina/e/o,167
2022,CA-609,Native Hawaiian or Pacific Islander,52
2022,CA-609,two or more races,7276
2022,CA-609,White,2093
2022,CA-611,"American Indian, Alaska Native, or Indigenous",20
2022,CA-611,Asian or Asian American,29
2022,CA-611,"Black, African American or African",207
2022,CA-611,Hispanic/Latina/e/o,62
2022,CA-611,Native Hawaiian or Pacific Islander,NULL
2022,CA-611,two or more races,2868
2022,CA-611,White,1181
2022,CA-612,"American Indian, Alaska Native, or Indigenous",13
2022,CA-612,Asian or Asian American,18
2022,CA-612,"Black, African American or African",204
2022,CA-612,Hispanic/Latina/e/o,NULL
2022,CA-612,Native Hawaiian or Pacific Islander,NULL
2022,CA-612,two or more races,576
2022,CA-612,White,270
2022,CA-613,"American Indian, Alaska Native, or Indigenous",NULL
2022,CA-613,Asian or Asian American,NULL
2022,CA-613,"Black, African American or African",75
2022,CA-613,Hispanic/Latina/e/o,105
2022,CA-613,Native Hawaiian or Pacific Islander,NULL
2022,CA-613,two or more races,2921
2022,CA-613,White,154
2022,CA-614,"American Indian, Alaska Native, or Indigenous",34
2022,CA-614,Asian or Asian American,17
2022,CA-614,"Black, African American or African",117
2022,CA-614,Hispanic/Latina/e/o,112
2022,CA-614,Native Hawaiian or Pacific Islander,19
2022,CA-614,two or more races,1886
2022,CA-614,White,1437
2023,All,"American Indian, Alaska Native, or Indigenous",4142
2023,All,Asian or Asian American,6075
2023,All,"Black, African American or African",85160
2023,All,Hispanic/Latina/e/o,23389
2023,All,Native Hawaiian or Pacific Islander,3041
2023,All,two or more races,225972
2023,All,White,91847
2023,CA-500,"American Indian, Alaska Native, or Indigenous",219
2023,CA-500,Asian or Asian American,800
2023,CA-500,"Black, African American or African",1896
2023,CA-500,Hispanic/Latina/e/o,1265
2023,CA-500,Native Hawaiian or Pacific Islander,229
2023,CA-500,two or more races,16334
2023,CA-500,White,2977
2023,CA-501,"American Indian, Alaska Native, or Indigenous",337
2023,CA-501,Asian or Asian American,751
2023,CA-501,"Black, African American or African",6833
2023,CA-501,Hispanic/Latina/e/o,1767
2023,CA-501,Native Hawaiian or Pacific Islander,378
2023,CA-501,two or more races,10967
2023,CA-501,White,4390
2023,CA-502,"American Indian, Alaska Native, or Indigenous",196
2023,CA-502,Asian or Asian American,368
2023,CA-502,"Black, African American or African",6812
2023,CA-502,Hispanic/Latina/e/o,554
2023,CA-502,Native Hawaiian or Pacific Islander,165
2023,CA-502,two or more races,6173
2023,CA-502,White,2408
2023,CA-503,"American Indian, Alaska Native, or Indigenous",155
2023,CA-503,Asian or Asian American,191
2023,CA-503,"Black, African American or African",5175
2023,CA-503,Hispanic/Latina/e/o,358
2023,CA-503,Native Hawaiian or Pacific Islander,166
2023,CA-503,two or more races,6283
2023,CA-503,White,3455
2023,CA-504,"American Indian, Alaska Native, or Indigenous",114
2023,CA-504,Asian or Asian American,29
2023,CA-504,"Black, African American or African",237
2023,CA-504,Hispanic/Latina/e/o,268
2023,CA-504,Native Hawaiian or Pacific Islander,24
2023,CA-504,two or more races,1899
2023,CA-504,White,1683
2023,CA-505,"American Indian, Alaska Native, or Indigenous",121
2023,CA-505,Asian or Asian American,137
2023,CA-505,"Black, African American or African",2883
2023,CA-505,Hispanic/Latina/e/o,169
2023,CA-505,Native Hawaiian or Pacific Islander,140
2023,CA-505,two or more races,4013
2023,CA-505,White,2617
2023,CA-506,"American Indian, Alaska Native, or Indigenous",33
2023,CA-506,Asian or Asian American,34
2023,CA-506,"Black, African American or African",199
2023,CA-506,Hispanic/Latina/e/o,245
2023,CA-506,Native Hawaiian or Pacific Islander,39
2023,CA-506,two or more races,3753
2023,CA-506,White,685
2023,CA-507,"American Indian, Alaska Native, or Indigenous",28
2023,CA-507,Asian or Asian American,32
2023,CA-507,"Black, African American or African",374
2023,CA-507,Hispanic/Latina/e/o,124
2023,CA-507,Native Hawaiian or Pacific Islander,11
2023,CA-507,two or more races,1030
2023,CA-507,White,776
2023,CA-508,"American Indian, Alaska Native, or Indigenous",25
2023,CA-508,Asian or Asian American,NULL
2023,CA-508,"Black, African American or African",73
2023,CA-508,Hispanic/Latina/e/o,164
2023,CA-508,Native Hawaiian or Pacific Islander,NULL
2023,CA-508,two or more races,1722
2023,CA-508,White,792
2023,CA-509,"American Indian, Alaska Native, or Indigenous",134
2023,CA-509,Asian or Asian American,NULL
2023,CA-509,"Black, African American or African",32
2023,CA-509,Hispanic/Latina/e/o,24
2023,CA-509,Native Hawaiian or Pacific Islander,NULL
2023,CA-509,two or more races,612
2023,CA-509,White,871
2023,CA-510,"American Indian, Alaska Native, or Indigenous",93
2023,CA-510,Asian or Asian American,82
2023,CA-510,"Black, African American or African",745
2023,CA-510,Hispanic/Latina/e/o,475
2023,CA-510,Native Hawaiian or Pacific Islander,53
2023,CA-510,two or more races,5282
2023,CA-510,White,2454
2023,CA-511,"American Indian, Alaska Native, or Indigenous",66
2023,CA-511,Asian or Asian American,215
2023,CA-511,"Black, African American or African",2683
2023,CA-511,Hispanic/Latina/e/o,557
2023,CA-511,Native Hawaiian or Pacific Islander,64
2023,CA-511,two or more races,6323
2023,CA-511,White,1805
2023,CA-512,"American Indian, Alaska Native, or Indigenous",41
2023,CA-512,Asian or Asian American,242
2023,CA-512,"Black, African American or African",937
2023,CA-512,Hispanic/Latina/e/o,206
